"DayMoYr","SubWeeks","Volday.L","SmpHrs","SmOut_ug.obs","SmOut_ug.sd","OxOut_ug.obs","OxOut_ug.sd","EsOut_ug.obs","EsOut_ug.sd","ConcSmOut_ugL.obs","ConcSmOut_ugL.sd","ConcOxOut_ugL.obs","ConcOxOut_ugL.sd","ConcEsOut_ugL.obs","ConcEsOut_ugL.sd","delta.obs","delta.sd"
2016-05-30,"W9-3",564589.405067475,6.4,6880251.71159575,10801.7869455869,91736744.8929836,275429.344208976,23028698.4896542,50668.7944614619,12.18629264,0.0191321106075237,162.484,0.487840086506865,40.7884,0.0897445010598567,-29.6,0
2016-05-30,"W9-4",478481.118429572,5.26666666666667,6017651.32745591,7309.21354898361,77745526.0469106,247673.148740685,19516479.2509528,45562.6828840841,12.5765701,0.0152758662096704,162.484,0.517623662044546,40.7884,0.0952235754539822,-29.7333333333333,0.152752523165193
2016-05-30,"W9-5x",371690.27521585,6.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-31,"W10-1",344321.112908419,12,176978.945478359,24.7812847950448,7337964.96563648,942.053252870453,28535784.3928417,33103.0588876161,0.513993882,7.19714355757093e-05,21.3114,0.0027359729553413,82.8755,0.096140078684111,-29.0666666666667,0.251661147842358
2016-05-31,"W9-5x",516282.230526885,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-01,"W10-1",440421.623764541,24,226374.02011548,22.6399037864435,9386001.39269565,860.649283646418,36500162.2802983,30242.5832417882,0.513993882,5.14050686088639e-05,21.3114,0.00195414856402814,82.8755,0.0686673442218552,-29.0666666666667,0.251661147842358
2016-06-02,"W10-1",186711.376619383,12.9666666666667,95968.5052821607,12.949006809783,3979080.83168632,492.252685342484,15473798.6930197,17297.3975524505,0.513993882,6.93530680574431e-05,21.3114,0.00263643648424251,82.8755,0.0926424402499683,-29.0666666666667,0.251661147842358
2016-06-02,"W10-2",132311.862699895,11.0333333333333,448275.005783361,233.610288770171,1732623.84205512,1289.73864979165,1590904.60591726,2228.26033393382,3.388018252,0.00176560350676974,13.095,0.00974771742664519,12.0239,0.0168409716896503,-30.025,0.478713553878169
2016-06-03,"W10-2",463226.423919765,12.1,1569419.57904885,964.261653321554,6065950.02122933,5323.5905376767,5569788.19856887,9197.48014927421,3.388018252,0.00208162057155999,13.095,0.0114924155073649,12.0239,0.019855257978261,-30.025,0.478713553878169
2016-06-03,"W10-3",472138.951978357,11.9,1574063.32349024,1307.88121872927,21532274.6161346,55821.0889677407,5342205.02773992,5108.09612011455,3.333898457,0.00277011929062194,45.6058,0.118230213232437,11.3149,0.0108190525240728,-30.3666666666667,0.550757054728609
2016-06-04,"W10-3",419955.598363016,8.6,1400089.32139097,1283.81405315316,19152411.027824,54793.8891184067,4751755.59991769,5014.09874990922,3.333898457,0.00305702330950572,45.6058,0.130475434383999,11.3149,0.0119395925889645,-30.3666666666667,0.550757054728609
2016-06-04,"W10-4",542491.735771046,2.4,2809957.787985,9687.12044622234,15326802.0140451,7320.91985191778,5473524.61723555,36547.9577133458,5.179724598,0.0178567152409317,28.2526,0.0134949887144594,10.0896,0.0673705336015857,-30.7,0.360555127546399
2016-06-04,"W10-5",614756.926547748,4.53333333333333,3396845.01159983,3571.50604261695,22178216.7849072,10268.8664848589,6236401.64136363,2379.85986501466,5.525509132,0.00580962310204984,36.0764,0.0167039459685719,10.1445,0.003871220904137,-29.42,0.303315017762062
2016-06-04,"W10-6x",1263529.93738375,8.46666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,"W10-6x",1214483.66819368,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,"W10-6x",677930.085318061,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-07,"W10-6x",238976.344477278,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-07,"W11-1",204278.961010605,12,152487.889888776,16.1650878114813,9851720.59686623,6316.23864420614,23925111.0577698,40764.0407704729,0.746468893,7.91324164344177e-05,48.2268,0.0309196728481415,117.1198,0.199550852269886,-28.6,0.458257569495585
2016-06-08,"W11-1",390752.383277314,24,291684.498982128,22.7724577371645,18844737.0378384,8897.95831983473,45764840.9789624,57426.0657577322,0.746468893,5.82784871231432e-05,48.2268,0.0227713475352495,117.1198,0.146962803594668,-28.6,0.458257569495585
2016-06-09,"W11-1",281423.299318259,24,210073.738706509,15.8271592328503,13572145.1715618,6184.19868424903,32960240.5314947,39911.875009453,0.746468893,5.62396904278756e-05,48.2268,0.0219747217065186,117.1198,0.141821502008321,-28.6,0.458257569495585
2016-06-10,"W11-1",56060.5105565239,5.43333333333333,41847.4272561432,6.58855768407653,2703619.03050737,2574.36910575817,6565795.78427797,16614.5855305252,0.746468893,0.000117525823769184,48.2268,0.0459212568740793,117.1198,0.296368787326211,-28.6,0.458257569495585
2016-06-10,"W11-2",171051.651230262,18.5666666666667,762864.373530668,10.8868393389459,1498070.36147464,1286.8244098634,5300103.83403017,1265.05073118551,4.459848052,6.36465024490788e-05,8.758,0.00752301658948112,30.9854,0.00739572358458296,-29.78,0.396232255123179
2016-06-11,"W11-2",223603.976807894,24,997239.760386139,12.5961294205307,1958323.62888353,1488.86249750673,6928458.66298332,1463.67023866566,4.459848052,5.63323139433806e-05,8.758,0.00665847950810759,30.9854,0.00654581488022083,-29.78,0.396232255123179
2016-06-12,"W11-2",220667.998898577,24,984145.745026559,12.4490478101514,1932610.33435374,1471.4774511599,6837486.21307198,1446.57935553959,4.459848052,5.64152839210419e-05,8.758,0.00666828655946715,30.9854,0.00655545599162507,-29.78,0.396232255123179
